id,tempo,energy_mean,mfcc_1,mfcc_2,yamnet_music_score,yamnet_speech_score,yamnet_wind_score,yamnet_crowd_score,is_music,is_speech,"is_type_""Boat","is_type_""Crumpling","is_type_""Inside","is_type_""Outside",is_type_Animal,is_type_Bell,is_type_Bird,is_type_Child singing,is_type_Chime,is_type_Choir,is_type_Cowbell,is_type_Explosion,is_type_Humming,is_type_Jingle bell,is_type_Lullaby,is_type_Music,is_type_Ocean,is_type_Silence,is_type_Sound effect,is_type_Speech,is_type_Vehicle,is_type_Water,is_type_Whistling,is_type_Wind
7255981234374069530,103.359375,0.09435785,-190.4242,93.811584,0.1497275382280349,0.4439958035945892,9.245100227417424e-05,0.0014035252388566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6891319697220898050,107.666015625,0.17822362,-67.73153,95.20257,0.7731122374534607,0.004849084187299,0.0006788235041312,0.0005677436711266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6896055761982639362,161.4990234375,0.27427393,-5.2973447,76.55617,0.9147489070892334,0.0003589899279177,3.3346505006193183e-06,5.871840767213144e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7533680078866238742,107.666015625,0.12081082,-102.95569,85.23433,0.7482092976570129,0.070750281214714,0.0003176948230247,0.0001472409348934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7295785443528920352,143.5546875,0.0264469,-429.78226,99.43248,0.5886601209640503,0.0010672538774088,6.557359301950783e-05,8.226929639931768e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7254929536557567259,151.99908088235293,0.040062062,-289.6185,111.55206,0.0562433898448944,0.2098480314016342,0.0044371737167239,0.0184190850704908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7208551637869268230,123.046875,0.28919488,-94.127335,69.56098,0.2273354232311248,0.2079615741968155,0.0006324651767499,0.000613939075265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7529820615637847318,172.265625,0.26945993,-69.85492,75.59016,0.830870509147644,0.0024932951200753,0.0005363561795093,0.0006222387892194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7296124478130572577,92.28515625,0.12859674,-120.021736,110.85229,0.7395496368408203,0.0074121677316725,8.002816321095452e-05,0.0021184864453971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6895747396404284674,95.703125,0.07535885,-151.26611,81.72157,0.8265494108200073,0.0008554717642255,7.800290404702537e-06,0.0006767531740479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7219646733901450502,117.45383522727272,0.20800836,-211.62503,136.3639,0.9003025889396667,0.0007327534258365,2.523141483834479e-05,6.230166945897508e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7475816575975623958,112.34714673913044,0.0064731506,-438.5424,99.9519,0.0216456204652786,0.3021435439586639,0.0024754325859248,0.0010703896405175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7246825881904139546,161.4990234375,0.035128858,-269.06674,115.81256,0.6247681975364685,0.2381669878959655,4.5216882426757365e-05,0.0005433032056316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7123931386964184326,107.666015625,0.10222758,-143.82545,128.99066,0.6749686002731323,0.0004517072229646,6.969833520997781e-06,0.0001885090605355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7116158724288400645,112.34714673913044,0.065825276,-256.92285,83.41454,0.0010027099633589,0.6136411428451538,0.0082153584808111,0.0002299917832715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7158057918431120645,143.5546875,0.06315947,-246.51117,92.63986,0.0083730043843388,0.9057685136795044,4.658194939111127e-06,1.781597347871866e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7442009228555930913,107.666015625,0.024630047,-307.84033,147.24046,0.8830912709236145,0.0009099706658162,1.4750473383173812e-05,0.0001392094272887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7079095510904229126,234.90767045454547,0.06523388,-291.81705,143.54663,0.1085121408104896,0.2101012021303177,0.0036346118431538,0.0008922780980356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7060539961459641605,89.10290948275862,0.23071897,-60.921745,101.66611,0.8171007037162781,0.106881633400917,4.1747571231098846e-05,0.0002378505159867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7162439514428919046,99.38401442307692,0.09717191,-330.5496,169.55771,0.8814451694488525,0.0016957973130047,0.0004027734103146,1.6445326764369383e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7415541670361500961,123.046875,0.1398077,-367.9625,180.76028,0.9893637895584106,4.609260940924287e-05,2.214323831140064e-05,1.170652197401978e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7540185950714875158,161.4990234375,0.07555814,-212.13818,168.35686,0.0283540971577167,0.3188447654247284,0.006787474732846,0.0098284306004643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6958424996964355334,107.666015625,0.079695374,-128.99557,90.46575,0.941438853740692,0.0004593325429596,0.0004291681107133,0.0001367464428767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7584519298459176214,161.4990234375,0.024211876,-520.62964,170.82442,0.9899391531944276,0.0001364759955322,5.54695725440979e-06,2.139235988352084e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7413699830469397793,135.99917763157896,0.06978949,-222.05685,80.53384,0.9417820572853088,0.002395782386884,0.0002204798074671,0.0003053364926017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6883876793380572417,184.5703125,0.24895315,-30.93757,97.928635,0.6480899453163147,0.0020180842839181,1.015123416436836e-05,0.0010923689696937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7238904736253054234,123.046875,0.07668789,-213.86755,59.16896,0.936510443687439,0.0003656159969978,2.5704226572997868e-05,8.335406892001629e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7050043192732912901,71.77734375,0.21783023,-172.76703,78.78127,0.6542208194732666,0.0362080708146095,3.2816828024806455e-05,4.523855386651121e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7490119511731965206,123.046875,0.09491685,-141.02957,81.357346,0.3468782305717468,0.162614643573761,0.0003157219616696,0.000849645002745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6922868220890254597,129.19921875,0.12322873,-163.36592,117.740135,0.8789628148078918,0.0017354792216792,3.237775672459975e-05,0.0001603849668754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7146624079615790341,107.666015625,0.19745271,-77.273766,112.78149,0.6336541771888733,0.0228250380605459,0.0002635663549881,0.0006824101437814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7296417264591441185,135.99917763157896,0.3696172,12.043643,125.06015,0.882919430732727,0.0030756127089262,0.0001710339129203,0.0030626894440501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7410359060681297184,135.99917763157896,0.011333943,-389.09326,98.916306,0.0014475925127044,0.0477289743721485,0.0430330038070678,0.0002593524695839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471349532496842006,117.45383522727272,0.14568499,-93.42722,107.80676,0.7033352255821228,0.0017529581673443,0.0003070496604777,0.0002930292102973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7278716528839626016,103.359375,0.11869937,-197.01338,83.41954,0.2042994201183319,0.4152716994285583,7.620363612659276e-05,0.0007686832686886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7120944943270530309,117.45383522727272,0.34957922,7.365454,96.689514,0.9065041542053224,0.0003195571771357,6.496703463199083e-06,6.800892151659355e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6994839726846971142,135.99917763157896,0.09327531,-268.91116,148.7103,0.5182801485061646,0.0030455202795565,0.001110618119128,7.040859782136977e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7353226118662589728,117.45383522727272,0.0079950625,-447.17816,69.57454,0.0010038886684924,0.1163549274206161,0.0024530203081667,7.2350179834757e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7159544328061275397,103.359375,0.123305805,-145.45374,127.818306,0.926937699317932,0.0010186077561229,6.018315616529435e-06,5.848037471878342e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7167292362857794821,123.046875,0.05228379,-289.06815,108.691414,0.6968345046043396,0.1755184680223465,0.0001704738824628,0.0007267832406796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6879407335484214530,67.99958881578948,0.22848202,-39.9615,71.36204,0.8359081149101257,0.0360235534608364,2.876726284739561e-05,0.0001141878237831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7479081271746989334,103.359375,0.01808575,-305.67786,116.91487,0.6685235500335693,0.011994176544249,0.00255729816854,0.0001258241100003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7412939421089090849,143.5546875,0.090929806,-249.05737,201.56082,0.857208788394928,0.0005807866109535,3.5801353078568354e-05,2.107778709614649e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6864458828012899589,123.046875,0.0713556,-253.5827,146.8288,0.9166556000709534,0.000909443362616,5.241514736553654e-05,1.3194048733566888e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7183332234605268250,89.10290948275862,0.002402428,-607.7235,43.355133,0.0013890095287933,0.0481323450803756,0.0011554989032447,7.709281635470688e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7438966885879696662,95.703125,0.1422938,-112.60463,93.134796,0.9354962706565856,0.0007124271360225,1.1578991689020768e-05,0.0001807153603294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7175881254233967878,89.10290948275862,0.29008505,-57.54702,94.0685,0.9304320216178894,0.0002280969638377,6.846314136055298e-06,8.069280852396332e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7294200756586958113,172.265625,0.010824931,-379.41278,132.62567,0.0014402590459212,0.6964722275733948,0.0143418973311781,0.0002080769772874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7415589341981986080,117.45383522727272,0.031310588,-397.7225,141.98233,0.9757097959518432,0.0002340524515602,2.78001402875816e-06,2.02314845410001e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7081711774084484358,184.5703125,0.052887328,-309.73074,123.81684,0.0069516571238636,0.1256615072488784,0.0879040881991386,0.0002718559117056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7413269884840267040,80.74951171875,0.19130659,-134.8103,146.89127,0.7408877611160278,0.0005121175781823,6.89787048031576e-05,0.0002716545714065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7341346159023246624,123.046875,0.07307198,-187.81587,122.021996,0.889369785785675,0.006397780496627,9.589585533831269e-05,0.001511309412308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7073916316566031622,117.45383522727272,0.078685336,-301.57755,171.21634,0.8197456002235413,0.0027376161888241,0.0024907712358981,0.0004829056852031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7042694987141745926,135.99917763157896,0.013215484,-428.87735,67.29524,0.0003281836980022,0.3520229458808899,0.0005582572775892,0.0001091167869162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7064507087086161157,95.703125,0.16118252,-101.68893,97.429344,0.8283564448356628,0.0008294004946947,0.0004436092276591,7.470353739336133e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7171408287785782533,151.99908088235293,0.13100049,-182.87764,100.40877,0.2351454645395279,0.6971867084503174,6.202167423907667e-05,1.931886436068453e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7288261263757446433,107.666015625,0.08075462,-223.56177,108.58279,0.6070558428764343,0.2957164049148559,0.000305433088215,9.076762216864154e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6864806467329903878,123.046875,0.23813483,-74.90004,114.3301,0.8955974578857422,0.0001102373425965,1.107631851482438e-05,1.690970179879514e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7065372841423801605,123.046875,0.24638791,-91.43576,88.26461,0.5454419851303101,0.2309815287590026,5.754176527261734e-05,0.0060362038202583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7418133778406657313,117.45383522727272,0.088428095,-216.55394,105.181206,0.9601997137069702,0.0019301569554954,5.237698860582896e-05,9.273777686757968e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7214113271018753285,129.19921875,0.1363263,-211.29056,146.78497,0.2072136402130127,0.0694020688533783,0.000933917122893,0.0028182456735521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7517676181366295830,78.30255681818181,0.030870384,-326.94037,134.50937,0.0056411921977996,0.748582124710083,0.000368389301002,0.0006194724119268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7579293926796922134,123.046875,0.023846386,-459.84814,200.95128,0.990042209625244,0.0001634403888601,4.2967553781636525e-06,1.6458760399018504e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6798648871401819398,99.38401442307692,0.16828251,-153.71312,89.122154,0.6996190547943115,0.0281725078821182,1.0807633771037216e-05,4.334316690801643e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7111379317900332293,151.99908088235293,0.081400685,-308.9291,159.2444,0.8769391775131226,0.0008143223822116,9.475378465140238e-05,0.0001219093464897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7296075013734616353,129.19921875,0.12955055,-191.17464,135.71329,0.8441944122314453,0.0036318604834377,0.0004019241314381,0.0001211508060805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7490984274049469718,135.99917763157896,0.10915086,-184.12354,94.37675,0.9397817254066468,0.0002735258312895,7.662316420464776e-06,1.554820846649818e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6936835146301672709,117.45383522727272,0.26151657,-23.084593,58.519863,0.9063948392868042,0.0005291381967253,3.2536212529521435e-05,0.000367212225683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6899015791086210306,135.99917763157896,0.11693638,-246.14954,214.3868,0.9153004884719848,2.9878097848268222e-05,1.966690206245403e-07,8.608274697508023e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7325106846744743200,107.666015625,0.02543008,-235.98424,99.93242,0.8406909108161926,0.0085435435175895,0.000195830289158,0.0010599941015243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6887883845954178305,123.046875,0.004568421,-532.8211,87.92552,0.095176450908184,0.2008005380630493,3.0856503144605085e-05,4.997684754926013e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7012661937477537030,103.359375,0.16605322,-163.85043,94.694534,0.9551243185997008,0.0003099353634752,7.55192286305828e-06,3.927516809199005e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6930236006654364934,99.38401442307692,0.2906231,-26.03637,75.74979,0.896587073802948,0.000989765045233,2.177562964789104e-05,0.0003957178560085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7203684040606633222,129.19921875,0.09174803,-177.64246,121.01087,0.7458601593971252,0.0456355065107345,7.311676745302975e-05,0.0003209814312867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7214862934139260166,135.99917763157896,0.09990814,-243.38327,109.51683,0.9282785058021544,0.0004346810455899,1.2945361049787609e-05,7.574601568194339e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6876369843591941377,184.5703125,0.11574384,-165.12003,123.26212,0.4543720185756683,0.0003662655071821,1.764386524882866e-06,3.847173502435908e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7161744414979771653,95.703125,0.11185532,-175.89323,206.82372,0.9046921730041504,0.0013787538046017,0.0001176438236143,3.064494740101509e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7270891504346942753,92.28515625,0.0790592,-157.33742,130.18285,0.6073557138442993,0.0038484071847051,2.949343979707919e-05,0.0097779799252748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6964763152974187781,161.4990234375,0.10783205,-141.55923,102.231995,0.9612025618553162,0.0005593437817879,3.325357965877629e-06,2.3259237877937267e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6895292772857826562,117.45383522727272,0.20090984,-149.58711,122.93516,0.8846056461334229,0.0043649030849337,3.899159128195606e-05,3.209491114830598e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7208933349933452550,123.046875,0.15783037,-36.3434,91.665924,0.7644014954566956,0.0015351609326899,0.0003140968037769,0.0011799269123002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7379167807679761697,95.703125,0.0280689,-253.3356,112.99688,0.0148046473041176,0.6787692308425903,5.277014861349016e-05,0.0006753660272806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6834056379355991301,112.34714673913044,0.23690335,-108.58059,96.87692,0.8437545895576477,0.0001265429746126,1.6865375073393807e-05,7.303129223146243e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7167309818519227653,107.666015625,0.049557865,-198.65678,73.90937,0.0044507700949907,0.1851033717393875,0.0145293343812227,0.0010471896966919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6869621825035357441,184.5703125,0.18032213,-132.05975,111.779655,0.8419919013977051,6.848350312793627e-05,3.615568630266353e-06,3.0514563604810974e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7326857703958105376,143.5546875,0.052336913,-195.4204,68.539,0.9186475872993468,0.0010532309534028,0.0002938630059361,9.324917300546076e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7187762825270463750,172.265625,0.1461482,-254.5963,133.26122,0.4795570075511932,0.1371461153030395,4.412305497680791e-05,0.0003577641909942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7324421973612825889,107.666015625,0.02086196,-264.17114,105.605316,0.0010063205845654,0.0144215151667594,0.011202230118215,3.1162122468231246e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6963263758630194437,135.99917763157896,0.27592558,-162.0279,122.71841,0.5360367894172668,0.0093010058626532,0.0033657513558864,0.005230089649558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7400784701633416481,78.30255681818181,0.026731517,-384.1314,163.78464,0.836166501045227,0.0014212892856448,0.0058833020739257,5.682916525984183e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7456392986897730838,60.09265988372093,0.107375994,-195.33255,150.54224,0.8598384857177734,0.0033288656268268,0.0018943722825497,3.720252789207734e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7213795540574735621,184.5703125,0.15145458,-85.42207,72.48769,0.9501129388809204,0.0005126895266585,7.914895832072943e-06,6.2160756897355895e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7081140277083213062,151.99908088235293,0.26316437,-67.591705,115.30883,0.7934239506721497,0.0122243398800492,2.87493003270356e-06,5.799672726425342e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
