yamnet_music_score,yamnet_speech_score,yamnet_wind_score,yamnet_crowd_score,is_music,is_speech,dominant_sound,ID
0.5831394791603088,0.5375118851661682,0.00018811572226695716,8.103482286969665e-06,1,1,Music,7458328611213298976
0.6335594058036804,0.004650181159377098,0.007469679228961468,0.0011959420517086983,1,0,Music,7451579890048027937
0.4355120360851288,0.3559427261352539,0.002179482951760292,8.786455873632804e-05,1,1,Music,7443846446362774817
0.9151988625526428,0.0006750203901901841,7.638741953996941e-05,4.991240530216601e-06,1,0,Music,7436439641298865441
0.6832199096679688,0.006369967013597488,0.009868142195045948,0.00012334238272160292,1,0,Music,7423318018853178657
0.6756138801574707,0.0008015077328309417,1.6453815987915732e-05,9.860318641585764e-06,1,0,Music,7414073681992895776
0.7807136178016663,0.00253957393579185,3.0103519748081453e-05,0.0004639935796149075,1,0,Music,7397062762150513952
0.00073423603316769,0.026259401813149452,0.06503971666097641,0.002373800612986088,0,0,"""Outside",7395189160081935649
0.9689936637878418,0.003721963381394744,0.000231105339480564,0.0007579655502922833,1,0,Music,7350221322317761825
0.9312164783477783,0.0004975735209882259,0.0001188643800560385,5.723784397559939e-06,1,0,Music,7343530174526377249
0.9704726934432983,0.0008480235119350255,4.479756171349436e-06,0.0001246000756509602,1,0,Music,7336238126651706656
0.3535471260547638,0.15634410083293915,0.007538638077676296,0.001977157313376665,1,0,Music,7329933240775527713
0.8408517241477966,0.005642256699502468,3.8430109270848334e-05,0.0001720531436149031,1,0,Music,7329526946751089953
0.8632367253303528,0.0018230966525152326,0.00022019587049726397,8.556828106520697e-05,1,0,Music,7316851921288006944
0.8468893766403198,0.00013323462917469442,1.2205507118778769e-05,2.1025389287387952e-05,1,0,Music,7300927450463194400
0.9525368213653564,0.00012919239816255867,0.0001358827285002917,1.3985363693791442e-05,1,0,Music,7297177472615861536
0.9611756205558777,0.0002858048537746072,8.508674000040628e-06,2.8431726605049334e-05,1,0,Music,7296855348714016033
0.726754903793335,0.0425402857363224,0.00010912436846410856,0.00017236015992239118,1,0,Music,7290823677195603233
0.9587132930755615,9.514512203168124e-05,2.5873814593069255e-06,5.9710084315156564e-05,1,0,Music,7261565962875358491
0.3154151141643524,0.14662861824035645,5.4979875130811706e-05,0.0005586445913650095,1,0,Music,7260104911830945051
0.8142920136451721,0.0030618091113865376,0.00037871196400374174,0.0005386897828429937,1,0,Music,7257874855037586714
0.8856550455093384,0.003483261214569211,1.3052487020104309e-06,1.1313984032312874e-05,1,0,Music,7210751695771553030
0.639197826385498,0.020364481955766678,0.0002588136703707278,0.00044492108281701803,1,0,Music,7193808719287766278
0.7111634612083435,0.03931643068790436,0.0001343784388154745,0.00021753399050794542,1,0,Music,7192709681280781574
0.8889290690422058,0.003256276249885559,6.700679659843445e-05,3.735242717084475e-05,1,0,Music,7191884217595219206
0.9498068690299988,0.00033078560954891145,0.0002305930684087798,7.216873200377449e-06,1,0,Music,7190283346373610757
0.0026629355270415545,0.0013850782997906208,2.0123291051277192e-06,1.849791573249604e-07,0,0,Whistling,7184460864404229381
0.8791980743408203,0.00011787616676883772,5.462259196065133e-07,1.5884357708273456e-05,1,0,Music,7183681305203330309
0.0008641349850222468,0.7833666205406189,0.03676992282271385,3.565611405065283e-05,0,1,Speech,7171449726158589189
0.38238465785980225,0.00025144949904643,9.539586471873918e-07,2.4311711968039162e-05,1,0,Jingle bell,7168916057166597382
0.7814105749130249,0.019011424854397774,0.0002829003205988556,0.0005863040569238365,1,0,Music,7164397666472873222
0.3864479064941406,0.5006011128425598,4.758256864079158e-07,1.7999981309912982e-06,1,1,Speech,7161354120849427717
0.7694838047027588,0.005019651260226965,0.0006785852601751685,0.00012338170199654996,1,0,Music,7143175958978186502
0.8134208917617798,0.00020145042799413204,1.4953234312997665e-06,2.8967431717319414e-05,1,0,Music,7132514036276628742
0.7161189913749695,0.0026301450561732054,0.00037742112181149423,0.000494207430165261,1,0,Music,7124374690520419590
0.5555051565170288,0.0003758804814424366,4.088235436938703e-05,5.591759691014886e-05,1,0,Music,7094270154275605765
0.555920422077179,0.0037908500526100397,0.0015112245455384254,0.0008386375266127288,1,0,Music,6958338154617228549
0.9191228747367859,0.00028588189161382616,7.303753136511659e-06,6.570141067641089e-06,1,0,Music,6955364241213771014
0.9655947089195251,8.091271593002602e-05,1.5574512417515507e-06,1.7230163393833209e-06,1,0,Music,6921604099553119494
0.6562583446502686,0.23401100933551788,7.52591440686956e-05,3.58261531800963e-05,1,0,Music,7604808799404264726
0.9565457701683044,0.00035983993439003825,0.00042953898082487285,3.955447391490452e-05,1,0,Music,7603273994216738070
0.544674813747406,0.0560046024620533,0.0013479237677529454,0.0014179502613842487,1,0,Music,7596993704146046230
0.989227831363678,0.00010954810568364337,1.1665953024930786e-05,1.1089473872516464e-07,1,0,Music,7593041331174362390
0.6914662718772888,0.000994200585409999,0.000182354764547199,1.678351327427663e-05,1,0,Music,7589754729350155542
0.8916483521461487,0.00038515636697411537,1.2539932868094184e-05,7.180482498370111e-05,1,0,Music,7587308013363449121
0.8750441670417786,8.805399556877092e-05,3.6986105556024995e-07,2.0955260424670996e-06,1,0,Music,7583720650200730902
0.0017154075903818011,0.9599002003669739,7.381986506516114e-05,5.9578600485110655e-05,0,1,Speech,7577768828214512918
0.652564525604248,0.011749150231480598,0.0007708068005740643,0.0017026809509843588,1,0,Music,7575831202117045526
0.978941798210144,0.0001244235027115792,1.8677686966839246e-05,5.972513577034988e-07,1,0,Music,7574767270392532246
0.655464768409729,0.16000904142856598,4.928015550831333e-05,8.156993135344237e-05,1,0,Music,7572922723836431638
0.8808944225311279,0.0007437760941684246,6.963546638871776e-06,0.00028863552142865956,1,0,Music,7569206708090850582
0.009183910675346851,0.38839781284332275,0.08656741678714752,0.00016718186088837683,0,1,Speech,7568382003330993430
0.4792611300945282,0.4305516183376312,6.903499888721853e-05,8.23652881081216e-05,1,1,Music,7566297785914412310
0.08004104346036911,0.0068555488251149654,0.0017656951677054167,0.0011513102799654007,0,0,Vehicle,7563724139240885526
5.407746721175499e-05,0.37753480672836304,6.148905526970339e-07,5.801038014396909e-07,0,1,Silence,7556661292233379075
0.9443894028663635,0.0007839190075173974,0.0003295647038612515,3.956837099394761e-05,1,0,Music,7553924193562266902
0.0012228299165144563,0.008889297023415565,0.0003457518760114908,1.066231561708264e-05,0,0,Silence,7553554500972367107
0.9278992414474487,0.00026037244242616,7.441630441462621e-05,0.0001662193244555965,1,0,Music,7545446733921209622
0.5979204773902893,0.02536974474787712,1.235528543475084e-05,6.395402306225151e-05,1,0,Music,7537707440142454038
0.914154052734375,0.0022156962659209967,6.901652227497834e-07,7.6122018981550355e-06,1,0,Music,7480851478555659543
0.9340880513191223,0.0001370107929687947,4.1148251739286934e-07,9.937109552993206e-07,1,0,Music,7478288153153916182
0.8066636323928833,0.0012790957698598504,6.071030657039955e-05,5.345290992408991e-05,1,0,Music,7476404323317222658
0.947945773601532,0.00017082552949432284,4.2459436372155324e-05,1.641320704948157e-05,1,0,Music,7474625701350509846
0.8291620016098022,0.0013320789439603686,0.0019651830662041903,0.0002118847332894802,1,0,Music,7473095088948759830
0.9612913727760315,0.0001839248143369332,6.622090495511657e-06,3.157633182127029e-05,1,0,Music,7471251146288418070
0.8825405240058899,0.0004902065265923738,5.313967903930461e-06,0.00011784458911279216,1,0,Music,7468715378743528736
0.86296546459198,0.00018876792455557734,1.9324963432154618e-05,1.821818295866251e-05,1,0,Music,7467231080735690017
0.8831206560134888,0.0006797931855544448,0.0008190864464268088,0.00020079647947568446,1,0,Music,7466117788898315552
0.8217726349830627,0.0007629357860423625,3.710696773850941e-06,0.0003133926657028496,1,0,Music,7465375886779403552
0.8218637108802795,0.0005235813441686332,2.513704566808883e-05,0.0005024616839364171,1,0,Music,7463520186876939552
0.9753020405769348,0.0005079190596006811,0.000284305278910324,3.2507690775673836e-05,1,0,Music,7458325240628661537
0.8973677754402161,0.002019270323216915,0.0006540792528539896,0.0001615064247744158,1,0,Music,7456840693982465312
0.8760917782783508,0.0003637534682638943,0.00022918115428183228,0.00013475828745868057,1,0,Music,7454985264952266016
0.49589142203330994,0.08054028451442719,0.0005130153731442988,0.002453235210850835,1,0,Music,7452758752337399073
0.7071557641029358,0.00036942577571608126,4.6358601935025945e-07,6.4682226366130635e-06,1,0,Music,7452387800818666785
0.9141009449958801,0.0002282570203533396,1.5914269170025364e-05,1.2593449355335906e-05,1,0,Music,7449430237114404128
0.8898809552192688,0.0008115908713079989,0.00017405628750566393,7.305218605324626e-05,1,0,Music,7444595106025442593
0.9668847322463989,0.00031695631332695484,4.98386325489264e-05,5.487288945005275e-05,1,0,Music,7441626192760884513
0.5753769278526306,0.011896681040525436,7.558400830021128e-05,0.0013737460831180215,1,0,Music,7440465091817999649
0.6681939363479614,0.009457726031541824,7.026308594504371e-05,0.0005053047789260745,1,0,Music,7437536576072125728
0.8135107159614563,0.004687310662120581,9.917629358824342e-05,0.0009984581265598536,1,0,Music,7436650165861141792
0.7314094305038452,0.14441075921058655,1.8729924704530276e-05,2.4798059712338727e-06,1,0,Music,7436403924350864672
0.9675195813179016,0.0002146462502423674,5.86600117458147e-06,1.0692235264286865e-05,1,0,Music,7436044441170857249
0.5504364371299744,0.17624534666538239,0.00027117470744997263,0.0002624029293656349,1,0,Music,7434931188642352417
0.9564304351806641,0.00032005165121518075,5.8823934523388743e-05,2.772534753603395e-05,1,0,Music,7433817907278269729
0.9753546118736267,9.205173410009593e-05,2.7263844458502717e-05,8.012370926735457e-06,1,0,Music,7431168865142328608
0.844507098197937,0.0032178836409002542,6.473076609836426e-06,1.560535565658938e-05,1,0,Music,7429720640111791392
0.7995864748954773,0.0037327820900827646,0.0002946419990621507,0.00040283086127601564,1,0,Music,7428251635102534945
0.26899129152297974,0.4475676119327545,3.3077903935918584e-06,0.00010332444799132645,0,1,Speech,7425965869924142369
0.9737330079078674,9.187930845655501e-05,1.5131984582694713e-05,1.3136494999343995e-05,1,0,Music,7423773390932135201
0.6260004043579102,0.003271320601925254,0.0010918849147856236,0.00025127295521087945,1,0,Music,7414443436134223137
0.0010613594204187393,0.8474488258361816,0.0014417924685403705,0.00016125892580021173,0,1,Speech,7412540786975231264
0.8654654026031494,0.012229125946760178,0.00018559965246822685,1.0751736226666253e-05,1,0,Music,7410298388022824225
0.0019175553461536765,0.5544131398200989,6.0131305872346275e-06,0.009281137958168983,0,1,Speech,7407736509996043553
0.7479010224342346,0.003171649295836687,3.5854165616910905e-05,0.0001337576686637476,1,0,Music,7399196283501628705
0.7676962614059448,0.0012156777083873749,0.00040359172271564603,0.001362606999464333,1,0,Music,7394351547376880929
0.7182462215423584,0.005711964797228575,0.0008604630711488426,8.251440885942429e-05,1,0,Music,7392856168214957345
0.6994352340698242,0.005524287465959787,0.0007540524820797145,8.92013413249515e-05,1,0,Music,7390632928780340512
0.8713858127593994,0.000481932598631829,7.986895980138797e-06,1.0124249456566758e-06,1,0,Music,7388867149407849760
0.22599267959594727,0.15687918663024902,3.911205567419529e-06,0.0009350592154078186,0,0,Music,7387308322162052385
0.5280396342277527,0.0034867420326918364,0.00089399388525635,0.0004344827029854059,1,0,Music,7386194546062839073
0.24752746522426605,0.30338606238365173,0.0002505421871319413,2.9548409656854346e-05,0,1,Speech,7382166710029208865
0.8919835686683655,0.0003635105676949024,9.778387720871251e-06,2.188522194046527e-05,1,0,Music,7381115594076146977
0.3548033833503723,0.34913262724876404,2.0561339624691755e-05,1.5300627637770958e-05,1,1,Music,7379227737271094561
0.7070077061653137,0.0011487253941595554,5.909184324082162e-07,1.8046782201963651e-07,1,0,Music,7379193504355978528
0.4750135540962219,0.09317691624164581,4.419905508257216e-06,1.606371733942069e-05,1,0,Music,7378467106636991777
0.8094956278800964,0.02497011050581932,0.00014453106268774718,0.00028459931490942836,1,0,Music,7377004580510436641
0.8482314348220825,0.0004071980365552008,3.607151302276179e-05,3.495574856060557e-05,1,0,Music,7376630682824576289
0.9593639969825745,0.00010070241842186078,1.7325476164842257e-06,1.85198928193131e-06,1,0,Music,7374412100833250593
0.8394016623497009,0.003754034638404846,0.0001332647370873019,5.087572935735807e-05,1,0,Music,7374072615356353825
0.8552032709121704,0.0018053284147754312,6.881756416987628e-05,4.285501563572325e-05,1,0,Music,7369936386000031009
0.8208342790603638,0.000670328619889915,6.925132311152993e-06,7.277986878762022e-05,1,0,Music,7367273018181160224
0.9370720982551575,0.0018945025512948632,8.343401532329153e-06,0.00017958966782316566,1,0,Music,7366603470272515361
0.8055770993232727,0.001540549797937274,9.213353769155219e-05,0.00036984626785852015,1,0,Music,7365841944318086432
0.1698424071073532,0.0024120041634887457,0.0013048142427578568,4.063794040121138e-05,0,0,Music,7365161137324805408
0.9754742383956909,0.00016452350246254355,1.1733423889381811e-05,2.043272070295643e-05,1,0,Music,7363657122795490593
0.8155872821807861,0.002137848176062107,3.150247357552871e-05,4.838432141696103e-05,1,0,Music,7361799258107841825
0.7662121057510376,0.037111762911081314,5.561886791838333e-05,1.0778915566334035e-05,1,0,Music,7361030582446378272
0.0012322979746386409,0.782194197177887,0.0009973838459700346,4.287257252144627e-05,0,1,Speech,7358723892992642336
0.667434573173523,0.0004761675954796374,3.8047055568313226e-05,0.00015474765677936375,1,0,Music,7356509644170333473
0.9053559303283691,0.00028903590282425284,5.9327609051251784e-05,0.00013437159941531718,1,0,Music,7355765566625402144
0.7847909331321716,9.477954881731421e-05,1.5092135072336532e-05,1.0484095582796726e-05,1,0,Music,7354275810578140449
0.8824054598808289,0.00033866119338199496,0.0003728462033905089,0.00012178817269159481,1,0,Music,7354009165796216097
0.7032507061958313,0.0022502236533910036,1.5729438018752262e-05,0.0008542704163119197,1,0,Music,7353535610641976609
0.9305770993232727,0.00020030837913509458,2.9430104405037127e-05,2.040874278463889e-05,1,0,Music,7352233957276044577
0.8441697359085083,0.0033495959360152483,0.00089126086095348,0.0002819617511704564,1,0,Music,7351779832969104673
0.7539781928062439,0.0046333917416632175,2.664410749275703e-05,0.000625775835942477,1,0,Music,7350954462992682272
0.9453983306884766,0.0003744840214494616,0.00010920748172793537,4.244840965839103e-05,1,0,Music,7350708094302735649
0.6958514451980591,0.0010496648028492928,0.00022766464098822325,0.0026000768411904573,1,0,Music,7350207537771220256
0.8275509476661682,0.006588905584067106,2.7208783649257384e-05,0.00015220177010633051,1,0,Music,7348717316856712480
0.8981834650039673,0.0014142408035695553,3.658826608443633e-05,1.6428974049631506e-05,1,0,Music,7348379737519082784
0.5097310543060303,0.07890857756137848,0.0005108579061925411,0.0017784041119739413,1,0,Music,7346110636008475937
0.8996016979217529,0.0008664893684908748,5.105005129735218e-06,2.461872554704314e-07,1,0,Music,7345543122400726305
0.7359626293182373,0.007239744067192078,0.0002749101258814335,0.002596014877781272,1,0,Music,7344270149593091361
0.3759280741214752,0.31942883133888245,0.0008146502077579498,0.0004954549367539585,1,1,Music,7343256943923858720
0.3882960379123688,0.045746657997369766,9.317661169916391e-05,0.017421014606952667,1,0,Music,7340916267571858721
0.910633385181427,0.00038072263123467565,3.2497973734280095e-05,8.27036546979798e-06,1,0,Music,7338052242651598112
0.5578097701072693,0.10475191473960876,0.00017966461018659174,0.0027580626774579287,1,0,Music,7337268516128591136
0.7597679495811462,0.006357105914503336,0.0012956982245668769,0.00038178637623786926,1,0,Music,7335091592077856032
0.8996016979217529,0.0008664893684908748,5.105005129735218e-06,2.461872554704314e-07,1,0,Music,7332835826579164449
0.8944514393806458,0.001560129108838737,6.786893209209666e-06,0.00012470970978029072,1,0,Music,7331811695360363809
0.8602116703987122,0.002512118313461542,0.0004901468055322766,8.549922495149076e-05,1,0,Music,7331415350828911904
0.9153749942779541,0.00020800520724151284,1.447342674509855e-05,1.0441049198561814e-06,1,0,Music,7330883086684622112
0.11889901757240295,0.6375541687011719,0.0004983177641406655,7.810821989551187e-05,0,1,Speech,7329423244992236832
0.8987768888473511,0.0012996181612834334,8.136471296893433e-05,0.00030693341977894306,1,0,Music,7328709134126206241
0.9242737293243408,0.003998192958533764,1.1312441529298667e-05,5.671026883646846e-05,1,0,Music,7326123173311728929
0.8421992063522339,0.008818717673420906,1.1405264558561612e-05,7.185982394730672e-05,1,0,Music,7325724813115346208
